entrez	cytoband	symbol
83723	16p11.2	FAM57B
83729	12q13.3	INHBE
8373	13q13.1	IFIT1P1
83732	6p24.3	RIOK1
83733	22q11.21	SLC25A18
83734	5q14.1-q14.2	ATG10
83737	20q11.22	ITCH
83740	Xq28	H2AFB3
83741	6p12.3	TFAP2D
83742	10q24.2	MARVELD1
83743	19q13.33	GRWD1
83744	9q22.31	ZNF484
83746	22q13.2	L3MBTL2
83752	16q12.1	LONP2
83755	17q21.2	KRTAP4-12
83756	1p36.33	TAS1R3
83757	19q13.2	CYP2G2P
83758	12p13.31	RBP5
83759	11q13.2	RBM4B
8378	19q13	LOH19CR1
83786	11q13.1	FRMD8
83787	7q22.1	ARMC10
8379	7p22.3	MAD1L1
83795	6p21.2	KCNK16
838	11q22.3	CASP5
8382	5q31.2	NME5
8383	17p13.3	OR1A1
8384	17p13.3	OR1D3P
83844	Xq26.2	USP26
83849	10q11.22	SYT15
83850	3q22.3	ESYT3
83851	14q23.2	SYT16
83852	13q14.2	SETDB2
83853	5p15.2	ROPN1L
83854	19p13.2	ANGPTL6
83855	19p13.3	KLF16
83856	9q31.2	FSD1L
83857	12p11.22	TMTC1
83858	1p36.33	ATAD3B
8386	17p13.3	OR1D5
83860	10p14	TAF3
83861	6q25.3	RSPH3
83862	7q11.23	TMEM120A
83863	Yq11.223	TTTY5
83864	Yq11.222	TTTY9A
83866	Yp11.2	TTTY11
83867	Yp11.2	TTTY12
83868	Yq11.223	TTTY13
83869	Yq11.222	TTTY14
8387	17p13.3	OR1E1
83871	17q11.2	RAB34
83872	1q25.3-q31.1	HMCN1
83873	1p13.3	GPR61
83874	22q12.2	TBC1D10A
83875	11q23.1	BCO2
83876	18q21.2	MRO
83877	8p11.22	TM2D2
83878	19p13.11	USHBP1
83879	2q31.1	CDCA7
8388	17p13.2	OR1E2
83880	13q11	EIF3FP2
83881	1q42.12	MIXL1
83882	17q25.3	TSPAN10
83884	5q31.3	SLC25A2
83886	16p13.3	PRSS27
83887	6q27	TTLL2
83888	4p15.32	FGFBP2
83889	19q13.13	WDR87
8389	17p13.3	OR1E3
83890	5q15	SPATA9
83891	4q35.1	SNX25
83892	12q24.11	KCTD10
83893	3q26.31	SPATA16
83894	4q31.22	TTC29
83895	17q21.2	KRTAP1-5
83896	17q21.2	KRTAP3-1
83897	17q21.2	KRTAP3-2
83899	17q21.2	KRTAP9-2
839	4q25	CASP6
8390	17p13.3	OR1G1
83900	17q21.2	KRTAP9-3
83901	17q21.2	KRTAP9-8
83902	17q21.2	KRTAP17-1
83903	17p13.2	HASPIN
8391	17p13.3	OR1P1
8392	17p13.2	OR3A3
83930	7p14.1	STARD3NL
83931	1p34.3	STK40
83932	1q42.2	SPRTN
83933	22q13.33	HDAC10
83935	11q22.1	TMEM133
83937	10q11.21	RASSF4
83938	10q22.2-q22.3	LRMDA
83939	3q25.1	EIF2A
8394	1q21.3	PIP5K1A
83940	8q24.13	TATDN1
83941	1p31.3	TM2D1
83942	5q22.2	TSSK1B
83943	7q31.1	IMMP2L
8395	9q21.11	PIP5K1B
83953	1q32.1	FCAMR
83955	8q22.3	NACAP1
83956	12q12	RACGAP1P
83957	Xq12	FRMD8P1
83959	20p13	SLC4A11
8396	17q12	PIP4K2B
8398	22q13.1	PLA2G6
83982	14q32.12	IFI27L2
83983	19p13.11	TSSK6
83985	16p11.2	SPNS1
83986	16p13.3	FAM234A
83987	19q13.32	CCDC8
83988	8q22.3	NCALD
83989	5q15	FAM172A
8399	16p13.12	PLA2G10
83990	17q23.2	BRIP1
83992	7q31.31	CTTNBP2
83998	1p12	REG4
83999	22q12.1	KREMEN1
840	10q25.3	CASP7
8400	8p21	SCZD6
84000	11q23.3	TMPRSS13
84002	3q27.1	B3GNT5
8401	13q32	SCZD7
8402	17p13.2	SLC25A11
8403	3q22.3	SOX14
84033	1q42.13	OBSCN
84034	18p11.32-p11.31	EMILIN2
8404	4q22.1	SPARCL1
8405	17q21.33	SPOP
84054	5q31.3	PCDHB19P
84055	5q31.3	PCDHGB9P
84056	13q12.3	KATNAL1
84057	4q31.3	MND1
84058	2p13.1	WDR54
84059	5q14.3	ADGRV1
8406	Xp11.4	SRPX
84060	7q21.2	RBM48
84061	Xq21.1	MAGT1
84062	6p22.3	DTNBP1
84063	19q13.12	KIRREL2
84064	18q21.1	HDHD2
84065	1p36.11	TMEM222
84066	1q25.2	TEX35
84067	11p15.4	FAM160A2
84068	4q31.22	SLC10A7
84069	1p36.33	PLEKHN1
8407	1q23.2	TAGLN2
84070	12q13.12	FAM186B
84071	6q21	ARMC2
84072	1q21.3	HORMAD1
84073	17q21.33	MYCBPAP
84074	17q25.1	QRICH2
84075	14q21.2	FSCB
84076	4q32.2	TKTL2
84077	3p25.1	C3orf20
84078	13q14.11	KBTBD7
84079	19q13.11	ANKRD27
8408	12q24.33	ULK1
84080	16q22.1	ENKD1
84081	17q11.2	NSRP1
84083	2q21.3	ZRANB3
84084	2q21.1	RAB6C
84085	6q24.3	FBXO30
84086	22q12.2-q12.3	IGLCOR22-2
84087	22q12.2-q12.3	IGLVIVOR22-2
84088	22q11.2-q12.1	IGLVIVOR22-1
84089	22q11.22	IGLVVII-41-1
8409	Xp11.23	UXT
84090	22q11.22	IGLVVI-25-1
84091	22q11.22	IGLVVI-22-1
84096	22q12.2-q12.3	IGLCOR22-1
84097	22q11.22	IGLVIV-66-1
84099	3p14.2	ID2B
841	2q33.1	CASP8
8410	21q22.12	RPS9P1
84100	3q11.2	ARL6
84101	12q22	USP44
84102	12q23.3	SLC41A2
84103	4q23	C4orf17
84105	5q31.1	PCBD2
84106	19p13.2	PRAM1
84107	3q24	ZIC4
84108	10q24.33	PCGF6
84109	4q27	QRFPR
8411	12q22	EEA1
8412	1p22.1	BCAR3
84124	7q22.1	ZNF394
84125	12q21.31	LRRIQ1
84126	3p21.31	ATRIP
84128	2q32.2	WDR75
84129	3q22.1	ACAD11
84131	9q21.2	CEP78
84132	7p22.1	USP42
84133	22q12.1	ZNRF3
84134	1q23.3	TOMM40L
84135	5q13.2	UTP15
84138	16q22.1	SLC7A6OS
84140	2p15	FAM161A
84141	2p12	EVA1A
84142	4q21.23	ABRAXAS1
84144	1p22.3	SYDE2
84146	1p22.2	ZNF644
84148	16p11.2	KAT8
84152	17q12	PPP1R1B
84153	11q13.1	RNASEH2C
84154	6q21	RPF2
84159	10q21.2	ARID5B
8416	1q21.3	ANXA9
84162	4q27	KIAA1109
84163	7q11.23	GTF2IRD2
84164	22q12.2	ASCC2
84166	16q13	NLRC5
84167	19p13.11	C19orf44
84168	2p13.3	ANTXR1
8417	6q23.2	STX7
84171	10q24.2	LOXL4
84172	2q14.1	POLR1B
84173	2p11.2	ELMOD3
84174	20q11.23	SLA2
84176	7q22.1	MYH16
84179	4p16.3	MFSD7
8418	6p22.3	CMAHP
84181	20q12	CHD6
84182	7p14.3	MINDY4
84186	9p13.2	ZCCHC7
84187	Xq23	TMEM164
84188	11p15.3	FAR1
84189	13q31.1	SLITRK6
8419	3q22.1	BFSP2
84190	12q21.31	METTL25
84191	15q22.31	FAM96A
84193	14q32.2	SETD3
84196	1p36.12	USP48
84197	8p11.21	POMK
842	1p36.21	CASP9
8420	1p35.3	SNHG3
84203	18p11.22	TXNDC2
84206	15q25.2	MEX3B
84210	9q21.11	ANKRD20A1
84214	7q11.21	LOC84214
84215	19q13.33	ZNF541
84216	12q12	TMEM117
84217	1p34.2	ZMYND12
84218	17q12	TBC1D3F
84219	16p13.3	WDR24
8422	Xp22.13-p21.1	MEHMO
84220	2q13	RGPD5
84221	21q22.3	SPATC1L
84222	22q11.21	TMEM191A
84223	3q29	IQCG
84224	1p36.12	NBPF3
84225	17p13.2	ZMYND15
84226	2p23.3	C2orf16
84229	16q21	DRC7
84230	1p22.2	LRRC8C
84231	16p13.3	TRAF7
84232	8q24.3	MAF1
84233	11q14.1	TMEM126A
84236	2q36.3	RHBDD1
84239	3q29	ATP13A4
8424	11p14.2	BBOX1
84240	5q14.1	ZCCHC9
84243	1p36.11	ZDHHC18
84245	19p13.13	MRI1
84246	5p15.31	MED10
84247	22q13.31	RTL6
84248	3q29	FYTTD1
84249	5q31.2	PSD2
8425	19q13.2	LTBP4
84250	5q15	SLF1
84251	1p31.3	SGIP1
84253	9q33.3	GARNL3
84254	17p13.2	CAMKK1
84255	7q34	SLC37A3
84256	16p13.3	FLYWCH1
84258	19q13.33	SYT3
84259	11q22.3	DCUN1D5
84260	12q24.11	TCHP
84261	19p13.13	FBXW9
84262	7p22.3	PSMG3
84263	9q32	HSDL2
84264	16p13.3	HAGHL
84265	1q21.1	POLR3GL
84266	19p13.3	ALKBH7
84267	9q21.32	C9orf64
84268	17p13.2	RPAIN
84269	2q14.1	CHCHD5
8427	7q36.1	ZNF282
84270	9q22.31	CARD19
84271	22q13.2	POLDIP3
84272	2p22.3	YIPF4
84273	4q12	NOA1
84274	12q24.31	COQ5
84275	1p36.22	SLC25A33
84276	3p21.31	NICN1
84277	7q11.23	DNAJC30
84278	9q22.33	MFSD14C
84279	2p13.2	PRADC1
8428	13q32.2	STK24
84280	11p15.3	BTBD10
84281	2q32.2	C2orf88
84282	17q11.2	RNF135
84283	1q22	TMEM79
84284	1q42.2	NTPCR
84285	11q13.1	EIF1AD
84286	4p16.3	TMEM175
84287	10q24.1	ZDHHC16
84288	1q44	EFCAB2
84289	2q37.3	ING5
84290	16q12.2	CAPNS2
84292	19p13.13	WDR83
84293	10q23.1	FAM213A
84294	8q24.11	UTP23
84295	Xq26.2	PHF6
84296	8p11.21	GINS4
84298	12q14.3	LLPH
84299	17q12	MIEN1
843	2q33.1	CASP10
84300	6p21.31	UQCC2
84301	1p36.21	DDI2
84302	9q31.1	TMEM246
84303	3q21.3	CHCHD6
84304	11q13.1	NUDT22
84305	12q13.2	PYM1
84306	19q13.11	PDCD2L
84307	18q12.2	ZNF397
84309	16p13.3	NUDT16L1
8431	1p36.11	NR0B2
84310	7p22.3	C7orf50
84311	17q12	MRPL45
84312	14q13.2	BRMS1L
84313	17q21.2	VPS25
84314	17p13.1	TMEM107
84315	3p21.31	MON1A
84316	17p13.1	NAA38
84317	2q21.1	CCDC115
84318	12p13.33	CCDC77
84319	3q12.1	CMSS1
84320	1q25.2-q25.3	ACBD6
84321	5q35.2	THOC3
84322	18q21.1	C18orf12
84324	12q13.2	SARNP
84326	16p13.3	METTL26
84327	5q13.3	ZBED3
84328	1p36.22	LZIC
84329	12q24.11	HVCN1
8433	10q26.3	UTF1
84330	19p13.2	ZNF414
84331	16p13.3	MCRIP2
84332	10q23.1	DYDC2
84333	10q23.32	PCGF5
84334	14q32.33	APOPT1
84335	19q13.33	AKT1S1
84336	17q21.31	TMEM101
84337	19p13.2	ELOF1
8434	9p13.3	RECK
84340	5q13.3	GFM2
84342	16q22.1	COG8
84343	3q24	HPS3
8435	12q13.13	SOAT2
8436	2q32.3	CAVIN2
84364	11p11.2	ARFGAP2
84365	2q14.3	NIFK
84366	17q21.32	PRAC1
8437	12q24.13	RASAL1
84376	8p11.21	HOOK3
8438	1p34.1	RAD54L
8439	8q12.1	NSMAF
844	1q23.2	CASQ1
8440	2q12.2	NCK2
84417	2q12.2	C2orf40
84418	5q31.3	CYSTM1
84419	15q21.1	C15orf48
8443	1q42.2	GNPAT
84432	1p13.3	PROK1
84433	7p22.2	CARD11
84435	10q26.3	ADGRA1
84436	19q13.41	ZNF528
84437	11q22.3	MSANTD4
84439	14q32.2	HHIPL1
8444	1q32.1	DYRK3
84440	17q11.2	RAB11FIP4
84441	11q21	MAML2
84443	Xq22.3	FRMPD3
84444	19p13.3	DOT1L
84445	10q24.31	LZTS2
84446	19q13.42	BRSK1
84447	11q13.1	SYVN1
84448	4p16.1	ABLIM2
84449	19p13.12	ZNF333
8445	12q15	DYRK2
84450	2p23.3	ZNF512
84451	1q42.2	MAP3K21
84455	1p31.3	EFCAB7
84456	6q23.1	L3MBTL3
84457	10q21.1	PHYHIPL
84458	10q24.1	LCOR
8446	2p13.1	DUSP11
84460	Xq22.1	ZMAT1
84461	17p13.1	NEURL4
84464	16p13.3	SLX4
84465	15q22.31	MEGF11
84466	5q23.2	MEGF10
84467	19p13.2	FBN3
8447	17p13.3	DOC2B
8448	16p11.2	DOC2A
8449	6p21.33	DHX16
84498	6q27	FAM120B
845	1p13.1	CASQ2
8450	Xq24	CUL4B
84501	16q24.3	SPIRE2
84502	14q11.2	JPH4
84503	19q13.12	ZNF527
84504	10q26.3	NKX6-2
8451	13q34	CUL4A
84513	8p11.23	PLPP5
84514	17q21.2	GHDC
84515	20p12.3	MCM8
84516	16p12.2	DCTN5
84517	3q26.2	ACTRT3
84518	19q13.2	CNFN
84519	12p13.31	ACRBP
8452	2q36.2	CUL3
84520	14q32.12	GON7
84522	3p25.3	JAGN1
84524	2q14.1	ZC3H8
84525	4q12	HOPX
84527	19p13.2	ZNF559
84528	Xq24	RHOXF2
84529	15q14	C15orf41
8453	10p11.21	CUL2
84530	12q24.23	SRRM4
84532	20p11.21	ACSS1
84536	21q22.3	LINC01547
84539	6q16.2	MCHR2
8454	7q36.1	CUL1
84541	3p14.1	KBTBD8
84542	2p15	KIAA1841
84545	10q24.31	MRPL43
84546	19q13.33	SNORD35B
84547	6p22.1	PGBD1
84548	Xq28	TMEM185A
84549	8p12	MAK16
8455	20p13	ATRN
84552	18q23	PARD6G
84553	6q16.2	FAXC
84557	20q11.22	MAP1LC3A
84559	Yq11.23	GOLGA2P2Y
8456	17q11.2	FOXN1
84560	16q13	MT4
84561	3q21.2	SLC12A8
84565	15q	LCS1
84569	10p12.1-p11.23	LYZL1
84570	4q25	COL25A1
84572	16p13.3	GNPTG
8458	1p13.1	TTF2
8459	22q12.1	TPST2
846	3q13.33-q21.1	CASR
8460	7q11.21	TPST1
84612	20q13.13	PARD6B
84614	1q25.1	ZBTB37
84616	17q21.2	KRTAP4-4
84617	18p11.21	TUBB6
84618	1p34.2	NT5C1A
84619	20q13.33	ZGPAT
8462	2p25.1	KLF11
84620	2q12.3	ST6GAL2
84622	17p13.2	ZNF594
84623	11q24.2	KIRREL3
84624	6q25.3	FNDC1
84626	7q36.1	KRBA1
84627	16q24.2	ZNF469
84628	9q34.13	NTNG2
84629	7p22.1	TNRC18
8463	19q13.33	TEAD2
84630	6p21.1	TTBK1
84631	Xq27.3	SLITRK2
84632	10q25.3	AFAP1L2
84634	19p13.3	KISS1R
84636	Xq21.1	GPR174
84639	2q14.1	IL1F10
8464	6p21.1	SUPT3H
84640	4q31.21	USP38
84641	9q22.32	MFSD14B
84643	17q22	KIF2B
84645	22q13.1	C22orf23
84647	10q22.1	PLA2G12B
84648	1q21.3	LCE3D
84649	11q13.5	DGAT2
84650	13q14.2	EBPL
84651	5q32	SPINK7
84654	5q14.1	SPZ1
84656	16p13.3	GLYR1
84657	3p25.3	LINC00852
84658	19p13.12	ADGRE3
84659	14q11.2	RNASE7
8466	3p25	ST11
84660	12q24.31	CCDC62
84661	2p22.3	DPY30
84662	16p13.3	GLIS2
84664	Yq11.23	CSPG4P2Y
84665	10q21.3	MYPN
84666	3q13.13	RETNLB
84667	17p13.1	HES7
84668	7p15.3	FAM126A
84669	17q23.1-q23.2	USP32
8467	4q31.21	SMARCA5
84671	19q13.42	ZNF347
84672	Yq11.223	TTTY6
84673	Yp11.2	TTTY8
84674	5p13.1	CARD6
84675	8q13.1	TRIM55
84676	1p36.11	TRIM63
84677	21q22.13	DSCR8
84678	12q24.31	KDM2B
84679	Xp11.3	SLC9A7
8468	7q11.23	FKBP6
84680	11p11.2	ACCS
84681	9p13.3	HINT2
84684	14q13.2	INSM2
84687	17q21.33	PPP1R9B
84688	9p13.3	C9orf24
84689	11q12.2	MS4A14
84690	17p13.2	SPATA22
84691	7q32.1	FAM71F1
84692	3q13.12	CCDC54
84693	2p13.3	MCEE
84694	6q15	GJA10
84695	2p13.1	LOXL3
84696	2p23.3	ABHD1
84698	12q21.1-q21.2	CAPS2
84699	19p13.3	CREB3L3
847	11p13	CAT
8470	4q35.1	SORBS2
84700	22q12.1	MYO18B
84701	20q11.21	COX4I2
84705	19p13.11	GTPBP3
84706	16q11.2	GPT2
84707	Xq22.2	BEX2
84708	4q12	LNX1
84709	4q31.1	MGARP
8471	Xq22.3	IRS4
84717	19p13.3	HDGFL2
84719	1q32.1	LINC00260
84720	9p13.3	PIGO
84722	1p13.3	PSRC1
84725	7p14.3	PLEKHA8
84726	9q34.13	PRRC2B
84727	12p13.31	SPSB2
8473	Xq13.1	OGT
84733	17q25.3	CBX2
84734	1p35.2	FAM167B
84735	18q22.3	CNDP1
84740	4p16.1	AFAP1-AS1
84747	12q24.31	UNC119B
84749	12q24.11	USP30
84750	8p12	FUT10
84752	16q22.1	B3GNT9
84759	2p13.1	PCGF1
8476	1q42.13	CDC42BPA
84765	19q13.41	ZNF577
84766	12p13.32	CRACR2A
84767	11q12.1	TRIM51
84769	19p13.11	MPV17L2
8477	14q31.3	GPR65
84771	2q14.1	DDX11L2
84775	19q13.12	ZNF607
84777	18p11.31	DLGAP1-AS2
84779	4q21.21	NAA11
84787	19q13.42	KMT5C
84789	3q29	MGC2889
8479	16p11.2	HIRIP3
84790	12q13.12	TUBA1C
84791	1q32.3	LINC00467
84792	7p22.1	FAM220A
84793	1p33	FOXD2-AS1
84795	10q24.2	PYROXD2
84798	19q13.33	C19orf48
8480	20q13.31	RAE1
84803	4q21.23	GPAT3
84804	2q12.1	MFSD9
84807	19q13.12	NFKBID
84808	1p36.33	PERM1
84809	1p36.13	CROCCP2
8481	Xp22.2	OFD1
84811	11q23.3	BUD13
84812	2q35	PLCD4
84814	9q34.13	PLPP7
84815	17p12	MGC12916
84816	6q21	RTN4IP1
84817	17p13.1	TXNDC17
84818	3p25.3	IL17RC
8482	15q24.1	SEMA7A
84820	7p13	POLR2J4
84823	19p13.3	LMNB2
84824	1q23.3	FCRLA
84826	2q14.3	SFT2D3
8483	15q22.31	CILP
84830	6p24.1	ADTRP
84832	1q24.2	ANKRD36BP1
84833	10q24.33	USMG5
84836	3p21.2	ABHD14B
84837	14q12	ARHGAP5-AS1
84838	1q44	ZNF496
84839	19p13.3	RAX2
8484	22q13.1	GALR3
84842	1p34.1	HPDL
84844	22q13.2	PHF5A
84847	7p12.3	LINC00525
84848	Xq26.3	MIR503HG
84850	9p24.2	GLIS3-AS1
84851	5q35.3	TRIM52
84852	1p13.1	ATP1A1-AS1
84856	10q11.21	LINC00839
84858	10q22.2	ZNF503
84859	3q29	LRCH3
84861	22q11.21	KLHL22
84864	3q11.2	RIOX2
84865	2p13.1	CCDC142
84866	11q23.3	TMEM25
84867	11p15.1	PTPN5
84868	5q33.3	HAVCR2
84869	4q32.3	CBR4
8487	14q21.1	GEMIN2
84870	6q22.33	RSPO3
84871	1p33	AGBL4
84872	12q13.2	ZC3H10
84873	3q12.2	ADGRG7
84874	2q11.1	ZNF514
84875	8q24.3	PARP10
84876	12q24.31	ORAI1
84878	19q13.43	ZBTB45
84879	1p34.2	MFSD2A
8488	21q22.12	RPL3P1
84881	11q24.2	RPUSD4
84883	10q22.1	AIFM2
84885	9q34.11	ZDHHC12
84886	1q42.2	C1orf198
84888	15q21.2	SPPL2A
84889	Xq13.1	SLC7A3
8489	21q22.12	RPL23AP3
84890	10q21.3	ADO
84891	16p13.3	ZSCAN10
84892	3p22.1	POMGNT2
84893	10p15.1	FBXO18
84894	15q24.3	LINGO1
84895	9q34.11	MIGA2
84896	10q23.31	ATAD1
84897	11q24.2	TBRG1
84898	10p12.31	PLXDC2
84899	13q32.3	TMTC4
8490	1q23.3	RGS5
84900	12q24.22	RNFT2
84901	16p11.2	NFATC2IP
84902	19q13.11	CEP89
84904	9p13.3	ARHGEF39
84905	20q11.22	ZNF341
84908	2p13.3	FAM136A
84909	9q22.32	C9orf3
8491	2p22.1	MAP4K3
84910	2q13	TMEM87B
84911	19q13.12	ZNF382
84912	7q33	SLC35B4
84913	2p11.2	ATOH8
84914	19q13.43	ZNF587
84915	12q24.11	FAM222A
84916	16q22.1	UTP4
84918	6q25.1	LRP11
84919	1q32.1	PPP1R15B
8492	4q26	PRSS12
84920	12p11.1	ALG10
84922	19q13.42	FIZ1
84923	17q25.1	FAM104A
84924	19q13.12	ZNF566
84925	3q21.1	DIRC2
84926	12q13.13	SPRYD3
84928	7q32.2	TMEM209
84929	9q34.12	FIBCD1
8493	17q23.2	PPM1D
84930	10p12.1	MASTL
84931	2q14.2	LINC01101
84932	14q11.2	RAB2B
84933	8q24.13	C8orf76
84934	12q24.13	RITA1
84935	13q12.3	MEDAG
84936	15q15.1	ZFYVE19
84937	16q23.1	ZNRF1
84938	1p31.3	ATG4C
84939	19p13.3	MUM1
84940	17q11.2	CORO6
84941	19p13.11	HSH2D
84942	15q25.2	WDR73
84944	1q24.1	MAEL
84945	13q33.3	ABHD13
84946	6q24.2	LTV1
84947	6q25.3	SERAC1
84948	8q24.3	TIGD5
8495	11p15.4	PPFIBP2
84950	1p32.3	PRPF38A
84951	17q21.2	TNS4
84952	15q21.3	CGNL1
84953	11p15.3	MICALCL
84954	19p13.3	MPND
84955	8q23.1	NUDCD1
84957	11q13.4	RELT
84958	1p36.11	SYTL1
84959	11q24.1	UBASH3B
8496	12p11.23-p11.22	PPFIBP1
84960	9q34.3	CCDC183
84961	17q12	FBXL20
84962	14q11.2	AJUBA
84964	19q13.12	ALKBH6
84966	1p36.13	IGSF21
84967	1p34.3	LSM10
84968	Xq28	PNMA6A
84969	20q13.12	TOX2
8497	1q32.1	PPFIA4
84970	1p35.1	C1orf94
84971	19p13.2	ATG4D
84973	9q34.3	SNHG7
84975	12q13.13	MFSD5
84976	1q41	DISP1
84978	15q15.3	FRMD5
8498	19p13.3	RANBP3
84981	17p13.3	MIR22HG
84983	12q24.11	FAM222A-AS1
84984	3q29	CEP19
84985	8q24.13	FAM83A
84986	10q24.1	ARHGAP19
84987	12q13.12	COX14
84988	8q24.3	PPP1R16A
84989	10q21.3	JMJD1C-AS1
8499	12q21.31	PPFIA2
84991	10p15.1	RBM17
84992	4q22.1	PIGY
84993	15q24.1	UBL7
84996	21q22.11	URB1-AS1
8500	11q13.3	PPFIA1
85001	17q25.1	MGC16275
85002	8p23.1	FAM86B1
85003	3q22.1	BFSP2-AS1
85004	12p12.3	RERG
85007	5q35.3	PHYKPL
85009	2q37.3	MGC16025
8501	11q12.1	SLC43A1
85012	Xq22.2	TCEAL3
85013	4p16.3	TMEM128
85014	9q34.3	TMEM141
85015	6q16.2	USP45
85016	11q22.1	C11orf70
85019	18q11.2	TMEM241
8502	2q24.1	PKP4
85021	6q24.1	REPS1
85025	7q11.23	TMEM60
85026	9q34.3	ARRDC1-AS1
85027	5q33.1	SMIM3
85028	1p35.3	SNHG12
8503	1p34.1	PIK3R3
8504	6q24.2	PEX3
8505	10q11.23	PARG
8506	17q21.2	CNTNAP1
8507	5q13.3	ENC1
8508	22q12.2	NIPSNAP1
8509	10q22.2	NDST2
8510	1p36.33	MMP23B
8511	1p36.33	MMP23A
8512	10q22.3	MBL1P
8513	10q23.31	LIPF
8514	1p36.31	KCNAB2
8515	1q21.1	ITGA10
8516	10p13	ITGA8
8517	Xq28	IKBKG
8518	9q31.3	ELP1
8519	11p15.5	IFITM1
8520	2q31.1	HAT1
8521	6p12.1	GCM1
8522	17p13.1	GAS7
85235	6p22.1	HIST1H2AH
85236	6p22.1	HIST1H2BK
8525	11p11.2	DGKZ
8526	17q22	DGKE
8527	2q37.1	DGKD
8528	6q21	DDO
85280	17q21.2	KRTAP9-4
85285	17q21.2	KRTAP4-1
85289	17q21.2	KRTAP4-5
8529	19p13.12	CYP4F2
85290	17q21.2	KRTAP4-3
85291	17q21.2	KRTAP4-2
85293	17q21.2	KRTAP3-3
85294	17q21.2	KRTAP2-4
8530	20p11.21	CST7
85300	19p13.3	ATCAY
85301	9q32	COL27A1
85302	17q25.1	FBF1
85303	6p22.2	HIST1H2APS2
8531	12p13.2	YBX3
85313	6q25.1	PPIL4
85314	17q11.2	ERVE-1
85315	6p12.2	PAQR8
85316	13cen	BAGE5
85317	21p11.1	BAGE4
85318	21p11.2	BAGE3
85319	21p11.2	BAGE2
8532	4p16.1	CPZ
85320	16q12.1	ABCC11
85329	11q12.3	LGALS12
8533	17p11.2	COPS3
8534	11p11.2	CHST1
85340	12q13.13	KRT90P
85343	17q21.2	KRTAP2-5P
85344	12q13.13	KRT89P
85345	17q21.2	KRTAP3-4P
85347	17q21.2	KRTAP9-11P
85348	12q13.13	KRT88P
85349	12q13.13	KRT87P
8535	17q25.3	CBX4
85352	22q13.31	SHISAL1
85354	17q21.2	KRTAP4-16
85358	22q13.33	SHANK3
85359	22q11.21	DGCR6L
8536	3p25.3	CAMK1
85360	19p13.12	SYDE1
85363	11p15.4	TRIM5
85364	20p13	ZCCHC3
85365	9q22.33	ALG2
85366	20q11.21	MYLK2
85369	1p13.3	STRIP1
8537	20q13.2	BCAS1
85371	22q12.2	KIAA1656
85376	22q11.21	RIMBP3
85377	22q13.1	MICALL1
85378	22q13.33	TUBGCP6
85379	22q11.23	KIAA1671
8538	11q24.3	BARX2
85388	11p15.1	SNORD14B
85389	11q24.1	SNORD14C
8539	11p12	API5
85390	11q24.1	SNORD14D
85391	11q24.1	SNORD14E
85395	21q22.3	FAM207A
85397	1q25.3	RGS8
8540	2q31.2	AGPS
85403	3p25.1	EAF1
85406	12q13.2	DNAJC14
85407	16q12.1	NKD1
85409	5p15.33	NKD2
8541	19q13.33	PPFIA3
85413	6q21	SLC22A16
85414	1q32.1	SLC45A3
85415	19q13.11	RHPN2
85416	13q32.3	ZIC5
85417	Xp11.22	CCNB3
8542	22q12.3	APOL1
8543	1p22.3	LMO4
85437	12q12	ZCRB1
85438	4q13.3	CABS1
85439	14q31.1	STON2
8544	Xp22.2	PIR
85440	1p31.3	DOCK7
85441	20q13.33	HELZ2
85442	10q26.3	KNDC1
85443	3p22.2	DCLK3
85444	8q21.2	LRRCC1
85445	16q23.1	CNTNAP4
85446	14q11.2	ZFHX2
85449	20q11.23	KIAA1755
8545	3p11.1	CGGBP1
85450	10q25.1	ITPRIP
85451	17q25.1	UNK
85452	1p36.33	CFAP74
85453	8q22.1	TSPYL5
85455	15q15.1	DISP2
85456	11q12.1	TNKS1BP1
85457	14q24.3	CIPC
85458	11q23.1	DIXDC1
85459	11q21	CEP295
8546	5q14.1	AP3B1
85460	4p16.1	ZNF518B
85461	2q24.2	TANC1
85462	4q31.3	FHDC1
85463	11q22.3	ZC3H12C
85464	17q11.2	SSH2
85465	2p23.3	SELENOI
8547	1p36.11	FCN3
85474	2p13.1	LBX2
85476	3q25.32	GFM1
85477	7p21.3	SCIN
85478	12q13.12	CCDC65
85479	8q13.1	DNAJC5B
8548	1q24.2	BLZF1
85480	5q22.1	TSLP
85481	8q21.3	PSKH2
85486	20p11.23	RPS19P1
85487	1p13.2	RPS19P2
8549	12q21.1	LGR5
85495	14q11.2	RPPH1
8550	12q24.12-q24.13	MAPKAPK5
85502	6p23-p21	SCAR3
85504	1q23	BDET
85505	7q36	ACRPS
85507	3q22	DFNA18
85508	20p13	SCRT2
85509	19p13.2	MBD3L1
8551	Xp22.2	INE2
8552	Xp11.3	INE1
8553	3p26.1	BHLHE40
8554	15q23	PIAS1
8555	9q22.32-q22.33	CDC14B
8556	1p21.2	CDC14A
85569	19q13.43	GALP
8557	17q12	TCAP
8558	16q24.3	CDK10
8559	10p13	PRPF18
856	7q32	CATR1
8560	1q42.11	DEGS1
8562	12q24.31	DENR
8563	22q12.2	THOC5
8564	1q43	KMO
8565	1p35.1	YARS
8566	21q22.3	PDXK
8567	11p11.2	MADD
8568	21q22.3	RRP1
8569	1p33	MKNK1
