entrez	cytoband	symbol	arm
693210	14q23.3	MIR625	14q
693211	15q15.1	MIR626	15q
693212	15q15.1	MIR627	15q
693213	15q21.3	MIR628	15q
693214	15q23	MIR629	15q
693215	15q24.1	MIR630	15q
693216	15q24.2	MIR631	15q
693217	17q11.2	MIR632	17q
693218	17q23.2	MIR633	17q
693219	17q24.2	MIR634	17q
693220	17q24.2	MIR635	17q
693221	17q25.1	MIR636	17q
693222	19p13.3	MIR637	19p
693223	19p13.2	MIR638	19p
693224	19p13.12	MIR639	19p
693225	19p13.11	MIR640	19p
693226	19q13.2	MIR641	19q
693227	19q13.32	MIR642A	19q
693228	19q13.41	MIR643	19q
693229	20q11.22	MIR644A	20q
693230	20q13.13	MIR645	20q
693231	20q13.33	MIR646	20q
693232	20q13.33	MIR647	20q
693233	22q11.21	MIR648	22q
693234	22q11.21	MIR649	22q
693235	1q22	MIR92B	1q
6934	10q25.2-q25.3	TCF7L2	10q
6935	10p11.22	ZEB1	10p
6936	2p12	GCFC2	2p
6938	15q21.3	TCF12	15q
6939	20p13	TCF15	20p
694	12q21.33	BTG1	12q
6940	5q35.3	ZNF354A	5q
6941	6p21.33	TCF19	6p
6942	22q13.2	TCF20	22q
6943	6q23.2	TCF21	6q
6944	1q21.3	VPS72	1q
6945	17q21.2	MLX	17q
6946	2q34	TCL4	2q
6947	11q12.1	TCN1	11q
6948	22q12.2	TCN2	22q
6949	5q32-q33.1	TCOF1	5q
695	Xq22.1	BTK	Xq
6950	6q25.3	TCP1	6q
6952	5p13.1	TCP1P2	5p
6953	6q27	TCP10	6q
6954	6p21.31	TCP11	6p
6955	14q11.2	TRA	14q
6956	14q11.2	TRAV6	14q
6957	7q34	TRB	7q
6958	9p13.3	TRBV29OR9-2	9p
6959	9p13.3	TRBV21OR9-2	9p
696	6p22.2	BTN1A1	6p
6960	9p13.3	TRBV25OR9-2	9p
6961	9p13.3	TRBV24OR9-2	9p
6962	9p13.3	TRBV20OR9-2	9p
6964	14q11.2	TRD	14q
6965	7p14.1	TRG	7p
6966	7p14.1	TRGC1	7p
6967	7p14.1	TRGC2	7p
6968	7p14.1	TRGJ1	7p
6969	7p14.1	TRGJ2	7p
6970	7p14.1	TRGJP	7p
6971	7p14.1	TRGJP1	7p
6972	7p14.1	TRGJP2	7p
6973	7p14.1	TRGV1	7p
6974	7p14.1	TRGV2	7p
6975	10q25.2	TECTB	10q
6976	7p14.1	TRGV3	7p
6977	7p14.1	TRGV4	7p
6978	7p14.1	TRGV5	7p
6979	7p14.1	TRGV5P	7p
698	10p11.23	BTS1	10p
6980	7p14.1	TRGV6	7p
6981	7p14.1	TRGV7	7p
6982	7p14.1	TRGV8	7p
6983	7p14.1	TRGV9	7p
6984	7p14.1	TRGV10	7p
6985	7p14.1	TRGV11	7p
6986	7p14.1	TRGVA	7p
6987	7p14.1	TRGVB	7p
6988	3p21.31	TCTA	3p
699	2q13	BUB1	2q
6990	Xp11.4	DYNLT3	Xp
6991	6q27	TCTE3	6q
6992	6p22.1	PPP1R11	6p
6993	6q25.3	DYNLT1	6q
6996	12q23.3	TDG	12q
6997	3p21.31	TDGF1	3p
6998	Xq23	TDGF1P3	Xq
6999	4q32.1	TDO2	4q
70	15q14	ACTC1	15q
700	8q24	BVR1	8q
7001	19p13.13	PRDX2	19p
7002	9p23	PRDX1P1	9p
7003	11p15.3	TEAD1	11p
7004	12p13.33	TEAD4	12p
7005	6p21.31	TEAD3	6p
7006	4p12-p11	TEC	4p
7007	11q23.3	TECTA	11q
7008	22q13.2	TEF	22q
7009	12q13.12	TMBIM6	12q
701	15q15.1	BUB1B	15q
7010	9p21.2	TEK	9p
7011	14q11.2	TEP1	14q
7012	3q26.2	TERC	3q
7013	8q21.11	TERF1	8q
7014	16q22.1	TERF2	16q
7015	5p15.33	TERT	5p
7016	9p13.3	TESK1	9p
7018	3q22.1	TF	3q
7019	10q21.1	TFAM	10q
7020	6p24.3	TFAP2A	6p
7021	6p12.3	TFAP2B	6p
7022	20q13.31	TFAP2C	20q
7023	16p13.3	TFAP4	16p
7024	12q13.12-q13.13	TFCP2	12q
7025	5q15	NR2F1	5q
7026	15q26.2	NR2F2	15q
7027	13q34	TFDP1	13q
7029	3q23	TFDP2	3q
7030	Xp11.23	TFE3	Xp
7031	21q22.3	TFF1	21q
7032	21q22.3	TFF2	21q
7033	21q22.3	TFF3	21q
7035	2q32.1	TFPI	2q
7036	7q22.1	TFR2	7q
7037	3q29	TFRC	3q
7038	8q24.22	TG	8q
7039	2p13.3	TGFA	2p
7040	19q13.2	TGFB1	19q
7041	16p11.2	TGFB1I1	16p
7042	1q41	TGFB2	1q
7043	14q24.3	TGFB3	14q
7044	1q42.12	LEFTY2	1q
7045	5q31.1	TGFBI	5q
7046	9q22.33	TGFBR1	9q
7047	3p21.31	TGM4	3p
7048	3p24.1	TGFBR2	3p
7049	1p22.1	TGFBR3	1p
705	6p21.1	BYSL	6p
7050	18p11.31	TGIF1	18p
7051	14q12	TGM1	14q
7052	20q11.23	TGM2	20q
7053	20p13	TGM3	20p
7054	11p15.5	TH	11p
7056	20p11.21	THBD	20p
7057	15q14	THBS1	15q
7058	6q27	THBS2	6q
7059	1q22	THBS3	1q
706	22q13.2	TSPO	22q
7060	5q14.1	THBS4	5q
7062	1q21.3	TCHH	1q
7064	19p13.3	THOP1	19p
7066	3q27.1	THPO	3q
7067	17q21.1	THRA	17q
7068	3p24.2	THRB	3p
7069	11q14.1	THRSP	11q
7070	11q23.3	THY1	11q
7071	8q22.3	KLF10	8q
7072	2p13.3	TIA1	2p
7073	10q26.11	TIAL1	10q
7074	21q22.11	TIAM1	21q
7075	1p34.2	TIE1	1p
7076	Xp11.3	TIMP1	Xp
7077	17q25.3	TIMP2	17q
7078	22q12.3	TIMP3	22q
7079	3p25.2	TIMP4	3p
708	17p13.2	C1QBP	17p
7080	14q13.3	NKX2-1	14q
7082	15q13.1	TJP1	15q
7083	17q25.3	TK1	17q
7084	16q21	TK2	16q
7085	Xq28	TKCR	Xq
7086	3p21.1	TKT	3p
7087	19p13.2	ICAM5	19p
7088	9q21.32	TLE1	9q
7089	19p13.3	TLE2	19p
7090	15q23	TLE3	15q
7091	9q21.31	TLE4	9q
7092	4q32.3	TLL1	4q
7093	10q24.1	TLL2	10q
7094	9p13.3	TLN1	9p
7095	3q26.2	SEC62	3q
7096	4p14	TLR1	4p
7097	4q31.3	TLR2	4q
7098	4q35.1	TLR3	4q
7099	9q33.1	TLR4	9q
71	17q25.3	ACTG1	17q
710	11q12.1	SERPING1	11q
7100	1q41	TLR5	1q
7101	6q21	NR2E1	6q
7102	Xp11.4	TSPAN7	Xp
7103	12q21.1	TSPAN8	12q
7104	3q25.1	TM4SF4	3q
7105	Xq22.1	TSPAN6	Xq
7106	11p15.5	TSPAN4	11p
7107	1q42.3	GPR137B	1q
7108	11q13.1	TM7SF2	11q
7109	21q22.3	TRAPPC10	21q
711	3p14.3	ERC2-IT1	3p
7110	3p14.1	TMF1	3p
7111	9q22.33	TMOD1	9q
7112	12q23.1	TMPO	12q
7113	21q22.3	TMPRSS2	21q
7114	Xp22.2	TMSB4X	Xp
7115	1p34.2	TMSB4XP1	1p
7116	2p25.3	TMSB4XP2	2p
7117	4q22.1	TMSB4XP8	4q
7118	9q34.11	TMSB4XP4	9q
7119	11q12.3	TMSB4XP5	11q
712	1p36.12	C1QA	1p
7120	20q13.13	TMSB4XP6	20q
7121	Xq23	TMSB4XP7	Xq
7122	22q11.21	CLDN5	22q
7123	3p21.31	CLEC3B	3p
7124	6p21.33	TNF	6p
7125	20q13.12	TNNC2	20q
7126	17q11.2	TNFAIP1	17q
7127	14q32.32	TNFAIP2	14q
7128	6q23.3	TNFAIP3	6q
713	1p36.12	C1QB	1p
7130	2q23.3	TNFAIP6	2q
7132	12p13.31	TNFRSF1A	12p
7133	1p36.22	TNFRSF1B	1p
7134	3p21.1	TNNC1	3p
7135	1q32.1	TNNI1	1q
7136	11p15.5	TNNI2	11p
7137	19q13.42	TNNI3	19q
7138	19q13.42	TNNT1	19q
7139	1q32.1	TNNT2	1q
714	1p36.12	C1QC	1p
7140	11p15.5	TNNT3	11p
7141	2q35	TNP1	2q
7142	16p13.13	TNP2	16p
7143	1q25.1	TNR	1q
7145	2q35	TNS1	2q
7146	6p21.33	TNXA	6p
7148	6p21.33-p21.32	TNXB	6p
715	12p13.31	C1R	12p
7150	20q12	TOP1	20q
7151	1q24.3	TOP1P1	1q
7152	22q11.23	TOP1P2	22q
7153	17q21.2	TOP2A	17q
7154	6p22.1	TRA-TGC7-1	6p
7155	3p24.2	TOP2B	3p
7156	17p11.2	TOP3A	17p
7157	17p13.1	TP53	17p
7158	15q15.3	TP53BP1	15q
7159	1q41	TP53BP2	1q
716	12p13.31	C1S	12p
7161	1p36.32	TP73	1p
7162	6q14.1	TPBG	6q
7163	8q21.13	TPD52	8q
7164	6q22.31	TPD52L1	6q
7165	20q13.33	TPD52L2	20q
7166	11p15.1	TPH1	11p
7167	12p13.31	TPI1	12p
7168	15q22.2	TPM1	15q
7169	9p13.3	TPM2	9p
717	6p21.33	C2	6p
7170	1q21.3	TPM3	1q
7171	19p13.12-p13.11	TPM4	19p
7172	6p22.3	TPMT	6p
7173	2p25.3	TPO	2p
7174	13q33.1	TPP2	13q
7175	1q31.1	TPR	1q
7177	16p13.3	TPSAB1	16p
7178	13q14.13	TPT1	13q
7179	21p11.2	TPTE	21p
718	19p13.3	C3	19p
7180	6p12.3	CRISP2	6p
7181	12q22	NR2C1	12q
7182	3p25.1	NR2C2	3p
7183	17q12	TRC-GCA24-1	17q
7184	12q23.3	HSP90B1	12q
7185	9q33.2	TRAF1	9q
7186	9q34.3	TRAF2	9q
7187	14q32.32	TRAF3	14q
7188	1q32.3	TRAF5	1q
7189	11p12	TRAF6	11p
719	12p13.31	C3AR1	12p
7190	15q26.3	HSP90B2P	15q
7192	1q23.3	TRD-GTC9-1	1q
7193	1p36.13	TRE-TTC3-1	1p
7196	17p13.1	TRG-GCC2-6	17p
7197	19p13.3	TRG-TCC1-1	19p
7198	16q22.1	TRG-GCC3-1	16q
72	2p13.1	ACTG2	2p
720	6p21.33	C4A	6p
7200	3q22.1	TRH	3q
7201	8q23.1	TRHR	8q
7202	6p22.1	TRI-AAT9-1	6p
7203	1q22	CCT3	1q
7204	5p15.2	TRIO	5p
7205	7q22.1	TRIP6	7q
7206	17p13.1	TRK-TTT3-5	17p
7207	14q11.2	TRL-AAG2-3	14q
7208	17p13.1	TRL-TAG1-1	17p
7209	6p22.1	TRNAL47P	6p
721	6p21.33	C4B	6p
7210	6p22.2	TRX-CAT1-2	6p
7211	6p22.1	TRMEP1	6p
7212	6p22.1	TRX-CAT2-1	6p
7214	1q21.1	TRN-GTT2-1	1q
7216	Xp11.21	TRO	Xp
7217	14q11.2	TRP-AGG2-5	14q
7218	14q11.2	TRP-AGG2-6	14q
7219	5q35.3	TRP-TGG3-1	5q
722	1q32.2	C4BPA	1q
7220	3q23	TRPC1	3q
7221	11p15.4	TRPC2	11p
7222	4q27	TRPC3	4q
7223	13q13.3	TRPC4	13q
7224	Xq23	TRPC5	Xq
7225	11q22.1	TRPC6	11q
7226	21q22.3	TRPM2	21q
7227	8q23.3	TRPS1	8q
7228	17p13.1	TRQ-CTG1-5	17p
7229	17q21.32	TRQ-TTG1-1	17q
7230	17p13.1	TRR-TCT2-1	17p
7231	6p22.2	TRR-ACG1-2	6p
7232	6p22.2	TRR-TCG4-1	6p
7233	17q24.2	TRR-CCG2-1	17q
7234	19q13.2-q13.3	TRU-TCA1-1	19q
7235	22q11	TRU-TCA2-1	22q
7236	5q35.3	TRT-TGT6-1	5q
7237	14q11.2	TRT-TGT3-1	14q
723778	22q11.22	MIR650	22q
723779	Xp22.31	MIR651	Xp
723788	1p22.1	MIG7	1p
723790	1q21.2	HIST2H2AA4	1q
7238	17q24.1	TRT-AGT7-1	17q
723809	7q22.2-q22.3	LHFPL3-AS2	7q
7239	5q35.3	TRV-AAC1-4	5q
723961	11p15.5	INS-IGF2	11p
723972	15q14	ANP32AP1	15q
724	1q32.2	C4BPAP2	1q
7240	5q35.3	TRV-CAC1-2	5q
724022	Xq23	MIR652	Xq
724023	7q21.3	MIR653	7q
724024	14q32.31	MIR654	14q
724025	14q32.31	MIR655	14q
724026	14q32.31	MIR656	14q
724027	17q25.3	MIR657	17q
724028	22q13.1	MIR658	22q
724029	22q13.1	MIR659	22q
724030	Xp11.23	MIR660	Xp
724031	8q24.3	MIR661	8q
724032	16p13.3	MIR662	16p
724033	20p11.1	MIR663A	20p
724034	13q12.12	CEND1P2	13q
724038	18q23	BDP1P	18q
724058	5p15.2-p14.3	ANIB4	5p
724059	8p21.3	TMEM97P2	8p
724060	1p32.3	LOC724060	1p
724065	10q25.2	LOC724065	10q
724066	13q21	ATXN8	13q
724067	8p23.1	DEFA7P	8p
724068	8p23.1	DEFA11P	8p
724084	1q42.11	LOC724084	1q
724085	12q24.13	LOC724085	12q
724087	Xp11.3	LINC01545	Xp
724094	9p11.2	FAM27D1	9p
7241	5q35.3	TRV-AAC1-3	5q
724101	18q21.2	SS18L2P2	18q
724102	5q31.2	SNHG4	5q
724104	6p12.2	LOC724104	6p
724105	5q35.2	LOC724105	5q
724107	14q12-q21	SPG32	14q
724110	Xq24-q25	SPG34	Xq
7246	11p11.2	TRW-CCA7-1	11p
7247	2q14.3	TSN	2q
7248	9q34.13	TSC1	9q
7249	16p13.3	TSC2	16p
725	1q32.1	C4BPB	1q
7251	11p15.1	TSG101	11p
7252	1p13.2	TSHB	1p
7253	14q31.1	TSHR	14q
7254	1q	TSHRL1	1q
7257	1q42.2	TSNAX	1q
7258	Yp11.2	TSPY1	Yp
7259	6q22.1	TSPYL1	6q
726	11q13.5	CAPN5	11q
7260	2p25.3	EIPR1	2p
7262	11p15.4	PHLDA2	11p
7263	22q12.3	TST	22q
7264	8q24.3	TSTA3	8q
7265	5q33.3	TTC1	5q
7266	17q21.2	DNAJC7	17q
7267	21q22.13	TTC3	21q
7268	1p32.3	TTC4	1p
727	9q33.2	C5	9q
7270	9q34.13	TTF1	9q
7272	6q14.1	TTK	6q
7273	2q31.2	TTN	2q
7274	8q12.3	TTPA	8q
7275	11p15.4	TUB	11p
7276	18q12.1	TTR	18q
727676	17p13.1	SNORD118	17p
727677	8q24.21	CASC8	8q
727681	Xq13.2	LOC727681	Xq
727682	Xp21.2	TAB3-AS1	Xp
727684	1p36.21	C1orf195	1p
727686	Xq27.1	SNURFL	Xq
727699	21q22.3	LINC00163	21q
7277	2q35	TUBA4A	2q
727701	21q22.3	LINC00165	21q
727703	19q13.32	IGFL1P1	19q
727704	19q13.32	IGFL1P2	19q
727708	15q11.2	SNORD116-19	15q
727709	4q27	LOC727709	4q
727713	2q22.3	LOC727713	2q
727736	17q24.2	SH3GL1P3	17q
727747	2q13	RPL22P12	2q
727751	15q25.2	LOC727751	15q
727758	18p11.32	ROCK1P1	18p
727768	Yq11.21	TEKT4P1	Yq
727789	12q21.2	RWDD1P3	12q
727792	4p15.1	RPL31P31	4p
727795	15q13.1	HMGN2P5	15q
7278	13q12.11	TUBA3C	13q
727800	9q34.3	RNF208	9q
727803	12q21.2	LOC727803	12q
727805	6p11.2	POM121L14P	6p
727810	3p26.3	RPL21P17	3p
727821	4p14	RPL21P45	4p
727826	12q24.33	RPS11P5	12q
727828	11q14.3	TRIM64DP	11q
727830	9q21.11	SPATA31A3	9q
727831	1q32.1	RPL13AP8	1q
727832	15q11.2	GOLGA6L6	15q
727833	16p13.2	IMPDH1P11	16p
727835	4q32.3	RPL9P16	4q
727837	Xp11.22	SSX2B	Xp
727838	Xq24	LOC727838	Xq
727842	6p11.2	RBBP4P4	6p
727851	2q14.1	RGPD8	2q
727856	Xq28	DDX11L16	Xq
727857	17p13.3	BHLHA9	17p
727859	1q32.2	C4BPAP1	1q
727865	19q12	RPL9P32	19q
727866	Xp11.22	FAM156B	Xp
727874	Xq21.1	LOC727874	Xq
727879	10q22.3	C1DP4	10q
727884	12q12	LOC727884	12q
727896	18p11.31	LOC727896	18p
727897	11p15.5	MUC5B	11p
727905	9q12	SPATA31A5	9q
727909	15q13.2	GOLGA8Q	15q
727910	17p13.3	TLCD2	17p
727914	15q11.2	BMS1P16	15q
727915	15q25.3	AGBL1-AS1	15q
727919	2p24.1	LOC727919	2p
727924	15q11.2	LINC02203	15q
727930	5q11.2	LOC727930	5q
727936	3p13	GXYLT2	3p
727940	Xq24	RHOXF2B	Xq
727941	1p13.3	SLC25A24P1	1p
727944	2p25.3	LINC01874	2p
727947	5q33.3	LOC727947	5q
727951	4p16.3	RPS3AP16	4p
727956	3q29	SDHAP2	3q
727957	8q24.3	MROH1	8q
727964	16p11.1	C2orf69P1	16p
727969	Yp11.2	TSPY16P	Yp
727970	12p13.31	RPS3AP43	12p
727978	3q29	LOC727978	3q
727980	14q11.2	LOC727980	14q
727982	2p25.2	LINC01249	2p
727984	5q11.2	RPL17P22	5q
727987	21q11.2	FAM207CP	21q
727991	13q12.11	SLC35E1P1	13q
727993	20p13	PDYN-AS1	20p
727997	4q13.1	RPS12P9	4q
728	19q13.32	C5AR1	19q
7280	6p25.2	TUBB2A	6p
728002	12p13.31	RPL15P17	12p
728005	10q11.22	AGAP13P	10q
728010	6q21	RPL35P3	6q
728012	6q16.2-q16.3	MCHR2-AS1	6q
728015	4p16.2	RPS7P15	4p
728019	4q13.3	HNRNPA1P67	4q
728022	10q26.3	DUX4L14	10q
728023	13q32.3	H2AFZP3	13q
728024	8p11.23	LOC728024	8p
728026	9q22.32	PTMAP12	9q
728034	2q11.1	BMS1P14	2q
728036	Xq24	CT47A10	Xq
728039	21q22.3	SSR4P1	21q
728040	4q13.3	LINC02499	4q
728042	Xq24	CT47A9	Xq
728045	4q13.3	PPBPP1	4q
728047	15q13.3	GOLGA8O	15q
728048	4q13.2	LOC728048	4q
728049	Xq24	CT47A8	Xq
728056	20q13.33	IQSEC3P3	20q
728062	Xq24	CT47A6	Xq
728064	10q11.21	CUBNP1	10q
728066	2q24.1	FAM133DP	2q
728072	Xq24	CT47A5	Xq
728075	Xq24	CT47A4	Xq
728081	4q34.3	LINC00290	4q
728082	Xq24	CT47A3	Xq
728084	12q21.33	LINC02458	12q
728088	13q32.3	RPL15P18	13q
728090	Xq24	CT47A2	Xq
728095	5q35.1	LOC728095	5q
728096	Xq24	CT47A1	Xq
728097	11q12.1	FAM8A2P	11q
728098	6q16.3	LOC728098	6q
728106	6q21	RPL23AP50	6q
728111	18q21.32	HMGN1P31	18q
728113	10q11.22	ANXA8L1	10q
728115	18q21.32	SINHCAFP2	18q
728116	1p35.1	ZBTB8B	1p
728118	10q23.2	NUTM2A	10q
728121	15q25.3	CSPG4P12	15q
728126	3q29	RPSAP30	3q
728128	4q21.22	RPL7AP26	4q
728130	10q23.2	NUTM2D	10q
728131	4q21.22	RPS6P6	4q
728132	Yp11.2	TSPY9P	Yp
728134	1q32.3	RPL23AP18	1q
728137	Yp11.2	TSPY3	Yp
728138	16p13.11	LOC728138	16p
728139	22q11.21	RPL7AP70	22q
728143	3p25.3	CHCHD4P4	3p
728145	5q35.1	LOC728145	5q
728157	Yq11.21	ANKRD20A6P	Yq
728158	10q26.2	LOC728158	10q
728162	11q21	ST13P11	11q
728167	5q12.1	KRT8P31	5q
728169	Yq11.21	DUX4L16	Yq
728170	12q22	HNRNPA1P50	12q
728175	4q35.1	LINC02363	4q
728179	6p24.3	RPL7AP36	6p
728190	10q23.2	NUTM2A-AS1	10q
728192	13q33.2	LINC00460	13q
728194	7p22.1	RSPH10B2	7p
728195	9p11.1	FGF7P4	9p
728196	11q23.1	LOC728196	11q
728202	17q25.1	RPL36AP7	17q
728207	17q21.2	RPL23AP75	17q
728215	13q33.3	FAM155A	13q
728218	10q23.2	LINC00864	10q
728224	17q21.2	KRTAP4-8	17q
728226	22q11.21	GGTLC3	22q
728228	20p13	LINC01433	20p
728229	22q11.21	TMEM191B	22q
728231	2q11.1	UBTFL5	2q
728233	22q11.21	PI4KAP1	22q
728234	9p22.3	HMGN2P16	9p
728239	Xp11.22	MAGED4	Xp
728244	17p13.2	RPS12P29	17p
728248	15q13.1	ABCB10P3	15q
728255	17q21.2	KRTAP1-4	17q
728262	3q29	FAM157A	3q
728263	4p16.3	ALG1L7P	4p
728264	5q32	CARMN	5q
728269	Xq28	MAGEA9B	Xq
728276	16p12.3	CLEC19A	16p
728279	17q21.2	KRTAP2-2	17q
728290	3p12.2	LINC02027	3p
728294	2q37.3	D2HGDH	2q
728299	21q22.11	KRTAP19-8	21q
7283	17q21.2	TUBG1	17q
728300	22q11.21	KRT18P5	22q
728307	Xq28	LOC728307	Xq
728310	15q13.1	GOLGA6L7	15q
728311	7q35	RPL26P24	7q
728315	4q12	RPL7AP31	4q
728317	Xq28	LOC728317	Xq
728318	17q21.2	KRTAP9-1	17q
728323	2q37.3	LINC01881	2q
728324	5q13.2	CHCHD2P2	5q
728325	11p15.4	HMGN1P21	11p
728327	10q26.3	LOC728327	10q
728333	4q22.1	NCOA4P2	4q
728339	4q35.2	FRG1-DT	4q
728340	5q13.2	GTF2H2C	5q
728342	5q23.1	LINC00992	5q
728343	Xq22.1	NXF2B	Xq
728344	6p25.2	GLRX3P2	6p
728350	2q31.1	EIF2S2P4	2q
728358	8p23.1	DEFA1B	8p
728361	19q13.12	OVOL3	19q
728365	4q35.1	RPL6P16	4q
728366	5q22.1	BCLAF1P1	5q
728369	4p16.1	USP17L24	4p
728373	4p16.1	USP17L25	4p
728374	10q11.21	RPL9P21	10q
728376	7p11.2	LOC728376	7p
728377	7q35	ARHGEF34P	7q
728378	2q21.1	POTEF	2q
728379	4p16.1	USP17L26	4p
728380	6p22.3	RPL7P26	6p
728381	8q23.1	NRBF2P4	8q
728386	4p16.1	USP17L5	4p
728388	15q13.2	DNM1P30	15q
728392	17p13.2	LOC728392	17p
728393	4p16.1	USP17L27	4p
728395	Yp11.2	TSPY4	Yp
7284	16p11.2	TUFM	16p
728400	4p16.1	USP17L28	4p
728402	6q22.1	TPI1P3	6q
728403	Yp11.2	TSPY8	Yp
728405	4p16.1	USP17L29	4p
728407	10q11.22	PARGP1	10q
728409	21q22.11	LINC01548	21q
728410	4q35.2	DUX4L2	4q
728411	5p14.3	GUSBP1	5p
728416	7p11.2	LOC728416	7p
728417	1q41	LOC728417	1q
728418	22q11.21	POM121L7P	22q
728419	4p16.1	USP17L30	4p
728424	15q13.2	LOC728424	15q
728428	1p13.2	RPS15P1	1p
728430	8p23.1	FAM90A20P	8p
728431	1p34.3	LINC01137	1p
728432	3p11.1	ICE2P2	3p
728433	9q13	FGF7P7	9q
728434	20p12.2	C20orf187	20p
728441	22q11.21	GGT2	22q
728447	Xq28	TEX28P1	Xq
728448	1p34.3	PPIEL	1p
728450	20p12.2	LINC00687	20p
728452	5q13.2	LOC728452	5q
728453	7q11.22	RPS28P6	7q
728458	Xq28	OPN1MW2	Xq
728463	1q41	TGFB2-AS1	1q
728464	6q21	METTL24	6q
728467	12q23.1	SNX5P2	12q
728468	22q11.21	BCRP6	22q
728470	Xq26.3	LOC728470	Xq
728477	15q26.1	GOLGA2P8	15q
728481	1p36.33	RPL23AP21	1p
728484	10q11.22	RPL23AP61	10q
728485	19q13.12	LOC728485	19q
728486	17p13.1	RPL7AP64	17p
728488	5q13.2	LOC728488	5q
728489	9q34.3	DNLZ	9q
728492	5q13.2	SERF1B	5q
728493	Xq22.2	DPPA3P1	Xq
728495	9q21.11	FAM74A3	9q
728498	15q13.2	GOLGA8H	15q
728499	5q13.2	LOC728499	5q
728501	7p21.1	RPL21P75	7p
728505	3q11.2	WDR82P1	3q
728506	5q13.2	LOC728506	5q
728509	10q11.21	RPS19P7	10q
728513	Xq28	PNMA6B	Xq
728517	1p36.33	RPL23AP24	1p
728519	5q13.2	LOC728519	5q
728523	5p13.3	RPL9P17	5p
728524	7q11.23	SPDYE8P	7q
728526	5q13.2	LOC728526	5q
728532	10q11.23	DYNC1I2P1	10q
728533	19q13.12	LOC728533	19q
728535	5q13.2	LOC728535	5q
728537	2q11.2	C2orf92	2q
728538	18q11.2	RPL23AP77	18q
728540	5q13.2	LOC728540	5q
728549	5q13.2	LOC728549	5q
728553	5p13.3	RPS8P8	5p
728554	5q35.3	LOC728554	5q
728556	21q22.12	MEMO1P1	21q
728558	10q24.1	ENTPD1-AS1	10q
728562	6q21	RPSAP45	6q
728564	4p16.1	GMPSP1	4p
728567	6q22.31	RPL23AP48	6q
728568	12q23.3	C12orf73	12q
728572	3p24.2	RPL32P11	3p
728575	5q13.2	LOC728575	5q
728576	4p12	RPL15P7	4p
728577	9p11.2	CNTNAP3B	9p
728586	5q23.2-q23.3	CCDC192	5q
728587	8q11.1	LOC728587	8q
728588	11q12.2	MS4A18	11q
728589	1p13.1	NAP1L4P1	1p
728590	6q21	RPS27AP11	6q
728591	13q13.3	CCDC169	13q
728597	2p25.3	DCDC2C	2p
728599	18q11.2	CIAPIN1P	18q
7286	1q21.3	TUFT1	1q
728602	1p34.2	LOC728602	1p
728606	18q11.2	PCAT18	18q
728609	5p15.33	SDHAP3	5p
728611	9q13	BMS1P10	9q
728613	5p15.33	LOC728613	5p
728614	6q22.1	DNAJA1P4	6q
728615	1q41	CICP13	1q
728619	15q26.1	ASB9P1	15q
728620	5q13.2	RPL7P22	5q
728621	1p34.2	CCDC30	1p
728622	12p12.3	SKP1P2	12p
728629	4p11	TPI1P4	4p
728632	16p12.1	HMGN2P3	16p
728633	1p34.2	GTF2F2P2	1p
728635	14q11.2	DHRS4L1	14q
728637	5q31.1	MEIKIN	5q
728638	8q12.3	KRT8P3	8q
728640	10q21.1	FAM133CP	10q
728641	11q12.1	FABP5P7	11q
728642	1p36.33	CDK11A	1p
728643	10q11.22	HNRNPA1P33	10q
728655	6p24.3	HULC	6p
728656	Xq13.1	DMRTC1B	Xq
728657	10q11.22	DUSP8P4	10q
728658	10q24.1	RPL13AP5	10q
728660	Xq27.1	LOC728660	Xq
728661	1p36.33	SLC35E2B	1p
728664	2q31.2	API5P2	2q
728666	6q22.32	PRELID1P1	6q
728667	14q11.2	LOC728667	14q
728673	9q13	LOC728673	9q
728675	17q21.31	SMCO4P1	17q
728688	12p12.2	LOC728688	12p
728689	16p12.1	EIF3CL	16p
728693	12q24.22	RPL21P105	12q
728695	Xq27.1	SPANXB1	Xq
728698	12q13.13	EIF4A1P4	12q
7287	6p21.31	TULP1	6p
728700	4p16.1	RPS3AP19	4p
728706	3p22.3	SUGT1P2	3p
728710	4q23	FAM177A1P1	4q
728712	Xq27.2	SPANXA2	Xq
728715	12p13.31	LOC728715	12p
728716	1p36.32	LINC01346	1p
728723	5q13.3	ZBED3-AS1	5q
728724	8q24.21	LINC00977	8q
728729	15q25.2	FABP5P8	15q
728730	2p22.1	MAP4K3-DT	2p
728732	11p15.4	HNRNPA1P53	11p
728734	16p11.2	NPIPB8	16p
728737	10q21.3	TATDN1P1	10q
728739	12q23.3	LOC728739	12q
728741	16p12.1	NPIPB6	16p
728743	7q36.1	LOC728743	7q
728746	8p23.1	FAM90A17P	8p
728747	9q13	ANKRD20A4	9q
728748	Xq13.2	THAP12P1	Xq
728752	19q13.12	LOC728752	19q
728753	8p23.1	FAM90A19P	8p
728755	14q12	LOC728755	14q
728758	15q15.3	PIN4P1	15q
728763	2q37.3	CROCC2	2q
728769	5q14.1	SCAMP1-AS1	5q
728770	15q14	DNM1P5	15q
728773	2q22.3	PABPC1P2	2q
728774	8q13.2	RPS15AP25	8q
728776	Xq28	HMGN1P37	Xq
728780	5q13.3	ANKDD1B	5q
728782	Xq13.3	RPL21P134	Xq
728788	9q13	ANKRD20A20P	9q
